Code,Description
H00516,"Ephedra likiangensis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00517,"Peucedanum govanianum var. bicolo is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00518,"pericarpium pyri is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00519,"In botanical studies, Semen Litchi has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00520,"Receptaculum Nelumbinis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00521,"Fructus Forsythiae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00522,"Stamen Nelumbinis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00523,"The herb Plumula Nelumbinis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00524,"Radix Zanthoxyli is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00525,"Rhododendron huianum is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00526,"Folium Polygoni Tinctorii is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00527,"The herb Crataegus sanguinea is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00529,"Rhododendron mariae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00530,"In botanical studies, Flos Campsis has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00532,"Ganoderma Lucidum seu Japonicum is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00533,"The herb Herba Artemisiae Anomalae is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00534,"Massa Medicata Fermentata is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00535,"Ixora chinensis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00537,"Os Draconis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00538,"In botanical studies, Solanum nigrum L. has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00539,"In botanical studies, Solanum nigrum L. has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00541,"Clerodendron cyrtophyllum is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00542,"In botanical studies, Rhaponticum carthamoides has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
