DrugID,Descriptions
D01216,Tenoxicam is an anti inflammatory analgesic used to treat mild to moderate pain as well as the signs and symptoms of rheumatoid arthritis and osteoarthritis.
D01217,"Warfarin is a vitamin K antagonist used to treat venous thromboembolism, pulmonary embolism, thromboembolism with atrial fibrillation, thromboembolism with cardiac valve replacement, and thromboembolic events post myocardial infarction."
D01218,Gimeracil is a DPD inhibitor used as an adjunct to antineoplastic therapy to increase the systemic concentrations and therapeutic effectiveness of other antineoplastic agents.
D01219,Phenprocoumon is an anticoagulant drug used for the prevention of thrombosis.
D01220,Sarecycline is a tetracycline antibiotic used to treat inflammatory lesions of non-nodular moderate to severe acne vulgaris.
D01222,Rolitetracycline is a broad-spectrum tetracycline antibiotic used in cases needing high concentrations or when oral administration is impractical.
D01224,Ethyl biscoumacetate is a courmarin that is used as an anticoagulant. It has actions similar to those of Warfarin.
D01225,Omadacycline is a tetracycline antibiotic used to treat community acquired bacterial pneumonia.
D01226,Lymecycline is a tetracycline antibiotic used for the treatment of acne vulgaris and other susceptible infections.
D01228,Dolutegravir is an antiviral agent used for the treatment of HIV-1 infections in combination with other antiretroviral agents.
D01229,Eravacycline is a tetracycline antibiotic used to treat complicated intra-abdominal infections.
D01230,Naldemedine is an opioid antagonist used to to treat opioid-induced constipation.
D01232,Ombitasvir is a direct acting antiviral agent used in combination with other antiviral agents for the treatment of Hepatitis C Virus (HCV) infections.
D01233,Dasabuvir is a direct-acting antiviral agent used to treat specific hepatitis C virus (HCV) infections in combination with other antiviral agents.
D01234,Alpelisib is a phosphatidylinositol 3-kinase (PI3K) inhibitor with potent antitumor activity.
D01235,Attapulgite is a veterinary antidiarrheal agent used to treat non-infectious diarrhea in animals.
D01236,Semaglutide is a glucagon-like peptide 1 receptor agonist used to improve glycemic control in type 2 diabetes mellitus.
D01237,Lemborexant is a dual orexin antagonist indicated for the treatment of sleep-onset and/or sleep maintenance insomnia.
D01238,Naloxegol is a peripherally-selective opioid antagonist used to treat opioid-induced constipation (OIC) in adult patients with chronic non-cancer pain.
D01239,Ensartinib is under investigation in clinical trial NCT03420508 (Treating Patients With Melanoma and ALK Alterations With Ensartinib).
D01240,Ceritinib is an antineoplastic kinase inhibitor used to treat anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) in patients with inadequate clinical response or intolerance to crizotinib.
D01242,"JTK-853 has been used in trials studying the treatment of Hepatitis C Virus Infection, Response to Therapy of."
D01244,"Upadacitinib is an oral Janus kinase (JAK)1-selective inhibitor used in the treatment of moderate to severe rheumatoid arthritis, active psoriatic arthritis, ankylosing spondylitis, and severe atopic dermatitis, including in patients who did not respond well to other therapies."
D01248,"Finerenone is a nonsteroidal mineralocorticoid receptor antagonist indicated to lower the risk of eGFR decline, end stage kidney disease, cardiovascular death, heart attack, and hospitalization for heart failure in chronic kidney disease associated with type 2 diabetes."
D01250,Tazemetostat is a methyltransferase inhibitor indicated to treat patients 16 years and older with metastatic or locally advanced epithelioid sarcoma not eligible for complete resection.
D01251,Glecaprevir is a Hepatitis C NS3/4A protease inhibitor used to treat Hepatitis C.
D01252,YH4808 is a novel potassium-competitive acid blocker (P-CAB) under clinical development for the treatment of gastroesophageal reflux disease and peptic ulcer diseases.
D01253,"Darolutamide is an androgen receptor antagonist used for castration-resistant, non-metastatic prostate cancer and metastatic hormone-sensitive prostate cancer."
D01254,Neratinib is a protein kinase inhibitor used to treat breast cancer that over expresses the HER2 receptor.
D01255,Erdafitinib is a fibroblast growth factor receptor tyrosine kinase inhibitor used to treat locally advanced or metastatic urothelial carcinoma.
D01256,Ledipasvir is a direct-acting antiviral agent used to treat specific hepatitis C virus (HCV) infections in combination with other antiviral agents.
D01257,Velpatasvir is a NS5A inhibitor used to treat chronic hepatitis C infections in patients without cirrhosis or with compensated cirrhosis.
D01258,Brigatinib is an anaplastic lymphoma kinase inhibitor used to treat anaplastic lymphoma kinase positive metastatic non small cell lung cancer.
D01260,Paritaprevir is a direct acting antiviral agent used in combination with other antiviral agents for the treatment of Hepatitis C Virus (HCV) infections.
D01261,Ubrogepant is an oral CGRP antagonist used in the acute treatment of migraine with or without aura.
D01263,Pramlintide is an amylin analog used for the management of type 1 and type 2 diabetes mellitus as an adjunct to preprandial insulin therapy in patients without adequate glycemic control of insulin therapy.
D01265,"Cholestyramine is a bile acid sequestrant used as an adjunct in the reduction of elevated serum cholesterol in patients with primary hypercholesterolemia, and for the relief of pruritus associated with partial biliary obstruction."
D01266,"Acalabrutinib is a Bruton tyrosine kinase inhibitor used to treat mantle cell lymphoma, chronic lymphocytic leukemia, and small lymphocytic lymphoma."
D01267,Mipomersen is an oligonucleotide drug used for the treatment of homozygous familial hypercholesterolemia.
D01268,"Interferon alfa-2b is a form of recombinant human interferon used to treat hepatitis B and C infection, genital warts, hairy cell leukemia, follicular lymphoma, malignant melanoma, and AIDs-related Kaposi's sarcoma."
D01269,"Selinexor is a first-in-class selective inhibitor of nuclear transport (SINE) compound. Selinexor, in combination with bortezomib and dexamethasone, is currently approved for the treatment of multiple myeloma, a type of cancer formed from antibody-producing plasma cells."
D01270,Osimertinib is a tyrosine kinase inhibitor used in the treatment of certain types of non-small cell lung carcinoma.
D01271,Ripretinib is a kinase inhibitor used to treat advanced gastrointestinal stromal tumor (GIST).
D01272,Tenapanor is an NHE3 inhibitor indicated for the treatment of constipation-predominant irritable bowel syndrome (IBS-C).
D01273,"Voxelotor is a drug used to inhibit the polymerization of hemoglobin S, preventing the painful and sometimes lethal vaso-occlusive crises associated with sickle cell disease."
D01274,Futibatinib is a kinase inhibitor used to treat intrahepatic cholangiocarcinoma in previously treated adults.
D01275,Ivosidenib is an isocitrate dehydrogenase-1 inhibitor used to treat acute myeloid leukemia and cholangiocarcinoma in adults with a susceptible IDH1 mutation.
D01276,Elbasvir is an antiviral and NS5A inhibitor used to treat hepatitis C infections.
D01277,Lorlatinib is an anaplastic lymphoma kinase inhibitor used to treat anaplastic lymphoma kinase positive metastatic non small cell lung cancer.
D01278,Omaveloxolone is a semisynthetic triterpenoid used to treat Friedreich’s ataxia in adults and adolescents 16 years and older.
D01280,"Asciminib is an inhibitor of ABL/BCR-ABL1 tyrosine kinase for the treatment of patients with Philadelphia chromosome-positive CML, including those with the T315I mutation."
D01281,Isavuconazonium is a triazole antifungal used for the treatment of invasive aspergillosis and mucormycosis.
D01282,Umbralisib is a kinase inhibitor used to treat rare forms of refractory lymphoma.
D01283,Diroximel fumarate is a drug used for the treatment of relapsing forms of Multiple Sclerosis (MS).
D01284,Deutetrabenazine is a vesicular monoamine transporter 2 inhibitor used for the symptomatic treatment of tardive dyskinesia and chorea associated with Huntington's disease.
D01286,Desidustat is under investigation in clinical trial NCT04012957 (Desidustat in the Treatment of Anemia in CKD).
D01287,Abaloparatide is a parathyroid hormone-related protein (PTHrP) analog used for the treatment of osteoporosis in patients with a high risk of fracture.
D01288,"Technetium Tc-99m sulfur colloid is a radiopharmaceutical diagnostic agent used for the localization of lymph nodes, evaluation of peritoneovenous (LeVeen) shunt patency, imaging areas of functioning reticuloendothelial cells, and gastrointestinal imaging."
D01289,Oteseconazole is an azole antifungal used to prevent recurrent vulvovaginal candidiasis in females who are not of reproductive potential.
D01290,Abrocitinib is a kinase inhibitor used to treat moderate-to-severe atopic dermatitis in adults.
D01292,"SHR6390 is a novel oral cyclin-dependent kinase (CDK) 4/6 inhibitor with anti-tumor activity, particularly in certain types of breast cancer."
D01293,"Pemigatinib is a kinase inhibitor used to treat locally advanced or metastatic, unresectable cholangiocarcinoma in previously treated adult patients."
